,647095474,31299805,35560444,32935760,41783060,31364237,31273452,31368512,943344307,31516213
G06001303730003,0.0,0.0,1934.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303820002,0.0,0.0,0.0,639.749,0.0,0.0,0.0,0.0,0.0,0.0
G06001303760004,0.0,0.0,703.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303760003,0.0,0.0,1088.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303100001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3380.9739999999997,0.0,0.0
G06001303800002,0.0,0.0,0.0,1762.174,0.0,0.0,0.0,0.0,0.0,0.0
G06001303922002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17779.82,0.0
G06001303072021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.3999999999999
G06001303060031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559.1399999999999
G06001303200012,5312.476000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303780001,0.0,0.0,8478.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303110003,0.0,0.0,0.0,0.0,0.0,2700.698,0.0,0.0,0.0,0.0
G06001303922001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3834.6560000000004,0.0
G06001303050002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.1755
G06001303270002,0.0,0.0,0.0,0.0,0.0,0.0,833.625,0.0,0.0,0.0
G06001303820003,0.0,0.0,0.0,2553.8849999999998,0.0,0.0,0.0,0.0,0.0,0.0
G06001303270001,0.0,0.0,0.0,0.0,0.0,0.0,3270.2039999999997,0.0,0.0,0.0
G06001303750001,0.0,0.0,2930.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303090001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7542.391999999999,0.0,0.0
G06001303141033,0.0,1832.1224999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303100003,0.0,0.0,0.0,0.0,0.0,5752.4400000000005,0.0,0.0,0.0,0.0
G06001303770002,0.0,0.0,630.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303150001,0.0,0.0,0.0,0.0,0.0,0.0,7511.231999999999,0.0,0.0,0.0
G06001303760002,0.0,0.0,3234.6929999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303141041,0.0,2130.1755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303132043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151.3999999999999,0.0,0.0
G06001303131021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5825.998499999999,0.0,0.0
G06001303580004,0.0,0.0,0.0,0.0,995.3624999999998,0.0,0.0,0.0,0.0,0.0
G06001303132062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3714.4999999999995,0.0,0.0
G06001303770005,0.0,0.0,1574.9955000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303580003,0.0,0.0,0.0,0.0,199.5,0.0,0.0,0.0,0.0,0.0
G06001303100002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1551.1125,0.0,0.0
G06001303770004,0.0,0.0,1901.6149999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303131012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944.1274999999998,0.0,0.0
G06001303660021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.71,0.0
G06001303730001,0.0,0.0,3876.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303142002,0.0,1382.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303690013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2519.7039999999997,0.0
G06001303680022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2223.6555,0.0
G06001303810004,0.0,0.0,0.0,1053.9869999999999,0.0,0.0,0.0,0.0,0.0,0.0
G06001303362013,2831.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303071022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.09999999999997
G06001303790002,0.0,0.0,717.9909999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303580002,0.0,0.0,0.0,0.0,1058.433,0.0,0.0,0.0,0.0,0.0
G06001303650023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5381.065999999999,0.0
G06001303090002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1814.12,0.0,0.0
G06001303142001,0.0,1107.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303750003,0.0,0.0,1451.2959999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303120001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4176.465999999999,0.0,0.0
G06001303141043,0.0,0.0,0.0,0.0,0.0,994.422,0.0,0.0,0.0,0.0
G06001303132041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642.778,0.0,0.0
G06001303680012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3177.9019999999996,0.0
G06001303290003,0.0,0.0,0.0,0.0,0.0,0.0,1767.5224999999998,0.0,0.0,0.0
G06001303050004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.3174999999999
G06001303830001,0.0,0.0,0.0,2153.764,0.0,0.0,0.0,0.0,0.0,0.0
G06001303680013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.8799999999999,0.0
G06001303820001,0.0,0.0,0.0,253.8875,0.0,0.0,0.0,0.0,0.0,0.0
G06001303922003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5571.465,0.0
G06001303580001,0.0,0.0,0.0,0.0,1206.348,0.0,0.0,0.0,0.0,0.0
G06001303072022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.80749999999995
G06001303750002,0.0,0.0,2058.6404999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
